timestamp,rank,name,price,change_24h,market_cap
9/7/2026 16:31,5,XRP,$1.40 ,-1.37%,$87.92B
9/7/2026 16:31,6,USDC,$1.00 ,0.00%,$74.45B
9/7/2026 16:31,7,Solana,$105.05 ,-1.38%,$61.58B
9/7/2026 16:31,8,TRON,$0.34 ,0.80%,$31.98B
9/7/2026 16:31,9,Hyperliquid,$87.80 ,-0.08%,$22.12B
9/7/2026 16:31,10,Zcash,"$1,205.82 ",1.53%,$20.32B
,,,,,
9/7/2026 16:32,1,Bitcoin,"$79,343.35 ",-0.82%,$1.59T
9/7/2026 16:32,2,Ethereum,"$2,491.11 ",-0.41%,$304.02B
9/7/2026 16:32,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 16:32,4,BNB,$743.71 ,-1.82%,$99.03B
9/7/2026 16:32,5,XRP,$1.40 ,-1.37%,$87.92B
9/7/2026 16:32,6,USDC,$1.00 ,-0.01%,$74.45B
9/7/2026 16:32,7,Solana,$105.04 ,-1.47%,$61.57B
9/7/2026 16:32,8,TRON,$0.34 ,0.80%,$31.98B
9/7/2026 16:32,9,Hyperliquid,$87.76 ,-0.03%,$22.11B
9/7/2026 16:32,10,Zcash,"$1,207.53 ",1.74%,$20.35B
,,,,,
9/7/2026 16:33,1,Bitcoin,"$79,324.11 ",-0.85%,$1.59T
9/7/2026 16:33,2,Ethereum,"$2,487.88 ",-0.57%,$303.58B
9/7/2026 16:33,3,Tether,$1.00 ,-0.01%,$183.39B
9/7/2026 16:33,4,BNB,$743.55 ,-1.83%,$99.01B
9/7/2026 16:33,5,XRP,$1.40 ,-1.53%,$87.84B
9/7/2026 16:33,6,USDC,$1.00 ,-0.03%,$74.45B
9/7/2026 16:33,7,Solana,$105.04 ,-1.47%,$61.57B
9/7/2026 16:33,8,TRON,$0.34 ,0.78%,$31.97B
9/7/2026 16:33,9,Hyperliquid,$87.76 ,-0.10%,$22.11B
9/7/2026 16:33,10,Zcash,"$1,205.26 ",1.40%,$20.31B
,,,,,
9/7/2026 17:15,1,Bitcoin,"$79,414.76 ",-0.62%,$1.59T
9/7/2026 17:15,2,Ethereum,"$2,490.33 ",-0.40%,$304.19B
9/7/2026 17:15,3,Tether,$1.00 ,-0.01%,$183.39B
9/7/2026 17:15,4,BNB,$744.09 ,-1.80%,$99.08B
9/7/2026 17:15,5,XRP,$1.39 ,-1.46%,$87.79B
9/7/2026 17:15,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:15,7,Solana,$104.97 ,-1.53%,$61.53B
9/7/2026 17:15,8,TRON,$0.34 ,0.44%,$31.95B
9/7/2026 17:15,9,Hyperliquid,$87.86 ,-0.63%,$22.13B
9/7/2026 17:15,10,Zcash,"$1,198.60 ",2.02%,$20.2B
,,,,,
9/7/2026 17:16,1,Bitcoin,"$79,414.76 ",-0.62%,$1.59T
9/7/2026 17:16,2,Ethereum,"$2,490.33 ",-0.40%,$304.07B
9/7/2026 17:16,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 17:16,4,BNB,$744.08 ,-1.77%,$99.08B
9/7/2026 17:16,5,XRP,$1.39 ,-1.50%,$87.79B
9/7/2026 17:16,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:16,7,Solana,$104.96 ,-1.53%,$61.52B
9/7/2026 17:16,8,TRON,$0.34 ,0.40%,$31.93B
9/7/2026 17:16,9,Hyperliquid,$87.76 ,-0.52%,$22.11B
9/7/2026 17:16,10,Zcash,"$1,195.95 ",2.07%,$20.16B
,,,,,
9/7/2026 17:16,1,Bitcoin,"$79,414.76 ",-0.62%,$1.59T
9/7/2026 17:16,2,Ethereum,"$2,490.33 ",-0.40%,$304.07B
9/7/2026 17:16,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 17:16,4,BNB,$744.08 ,-1.77%,$99.08B
9/7/2026 17:16,5,XRP,$1.39 ,-1.50%,$87.79B
9/7/2026 17:16,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:16,7,Solana,$104.96 ,-1.53%,$61.52B
9/7/2026 17:16,8,TRON,$0.34 ,0.40%,$31.93B
9/7/2026 17:16,9,Hyperliquid,$87.87 ,-0.65%,$22.14B
9/7/2026 17:16,10,Zcash,"$1,198.45 ",2.09%,$20.2B
,,,,,
9/7/2026 17:17,1,Bitcoin,"$79,404.91 ",-0.70%,$1.59T
9/7/2026 17:17,2,Ethereum,"$2,490.26 ",-0.50%,$303.87B
9/7/2026 17:17,3,Tether,$1.00 ,-0.01%,$183.39B
9/7/2026 17:17,4,BNB,$743.88 ,-1.83%,$99.05B
9/7/2026 17:17,5,XRP,$1.39 ,-1.55%,$87.76B
9/7/2026 17:17,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:17,7,Solana,$104.88 ,-1.52%,$61.48B
9/7/2026 17:17,8,TRON,$0.34 ,0.40%,$31.93B
9/7/2026 17:17,9,Hyperliquid,$87.87 ,-0.65%,$22.14B
9/7/2026 17:17,10,Zcash,"$1,198.45 ",2.09%,$20.2B
,,,,,
9/7/2026 17:18,1,Bitcoin,"$79,415.19 ",-0.68%,$1.59T
9/7/2026 17:18,2,Ethereum,"$2,490.82 ",-0.41%,$304.07B
9/7/2026 17:18,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 17:18,4,BNB,$744.08 ,-1.77%,$99.08B
9/7/2026 17:18,5,XRP,$1.39 ,-1.50%,$87.79B
9/7/2026 17:18,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:18,7,Solana,$104.96 ,-1.53%,$61.52B
9/7/2026 17:18,8,TRON,$0.34 ,0.40%,$31.93B
9/7/2026 17:18,9,Hyperliquid,$87.76 ,-0.61%,$22.11B
9/7/2026 17:18,10,Zcash,"$1,195.70 ",1.48%,$20.15B
,,,,,
9/7/2026 17:18,1,Bitcoin,"$79,417.91 ",-0.62%,$1.59T
9/7/2026 17:18,2,Ethereum,"$2,490.82 ",-0.41%,$304.07B
9/7/2026 17:18,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 17:18,4,BNB,$744.08 ,-1.77%,$99.08B
9/7/2026 17:18,5,XRP,$1.39 ,-1.50%,$87.79B
9/7/2026 17:18,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:18,7,Solana,$104.90 ,-1.50%,$61.49B
9/7/2026 17:18,8,TRON,$0.34 ,0.40%,$31.93B
9/7/2026 17:18,9,Hyperliquid,$87.87 ,-0.65%,$22.14B
9/7/2026 17:18,10,Zcash,"$1,198.45 ",2.09%,$20.2B
,,,,,
9/7/2026 17:19,1,Bitcoin,"$79,404.75 ",-0.68%,$1.59T
9/7/2026 17:19,2,Ethereum,"$2,490.49 ",-0.47%,$303.94B
9/7/2026 17:19,3,Tether,$1.00 ,-0.02%,$183.39B
9/7/2026 17:19,4,BNB,$744.24 ,-1.82%,$99.1B
9/7/2026 17:19,5,XRP,$1.39 ,-1.45%,$87.77B
9/7/2026 17:19,6,USDC,$1.00 ,0.00%,$74.4B
9/7/2026 17:19,7,Solana,$104.90 ,-1.54%,$61.48B
9/7/2026 17:19,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:19,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:19,10,Zcash,"$1,196.45 ",2.44%,$20.16B
,,,,,
9/7/2026 17:20,1,Bitcoin,"$79,399.33 ",-0.70%,$1.59T
9/7/2026 17:20,2,Ethereum,"$2,490.26 ",-0.51%,$303.87B
9/7/2026 17:20,3,Tether,$1.00 ,-0.01%,$183.39B
9/7/2026 17:20,4,BNB,$744.24 ,-1.82%,$99.1B
9/7/2026 17:20,5,XRP,$1.39 ,-1.52%,$87.77B
9/7/2026 17:20,6,USDC,$1.00 ,0.01%,$74.45B
9/7/2026 17:20,7,Solana,$104.89 ,-1.54%,$61.48B
9/7/2026 17:20,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:20,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:20,10,Zcash,"$1,196.45 ",2.44%,$20.16B
,,,,,
9/7/2026 17:21,1,Bitcoin,"$79,417.04 ",-0.68%,$1.59T
9/7/2026 17:21,2,Ethereum,"$2,490.26 ",-0.50%,$303.94B
9/7/2026 17:21,3,Tether,$1.00 ,-0.02%,$183.39B
9/7/2026 17:21,4,BNB,$743.84 ,-1.79%,$99.05B
9/7/2026 17:21,5,XRP,$1.39 ,-1.45%,$87.77B
9/7/2026 17:21,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:21,7,Solana,$104.91 ,-1.48%,$61.49B
9/7/2026 17:21,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:21,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:21,10,Zcash,"$1,195.21 ",1.02%,$20.14B
,,,,,
9/7/2026 17:21,1,Bitcoin,"$79,417.04 ",-0.68%,$1.59T
9/7/2026 17:21,2,Ethereum,"$2,490.26 ",-0.50%,$303.94B
9/7/2026 17:21,3,Tether,$1.00 ,-0.02%,$183.39B
9/7/2026 17:21,4,BNB,$743.84 ,-1.79%,$99.05B
9/7/2026 17:21,5,XRP,$1.39 ,-1.45%,$87.77B
9/7/2026 17:21,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:21,7,Solana,$104.91 ,-1.48%,$61.49B
9/7/2026 17:21,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:21,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:21,10,Zcash,"$1,196.45 ",2.44%,$20.16B
,,,,,
9/7/2026 17:22,1,Bitcoin,"$79,413.91 ",-0.67%,$1.59T
9/7/2026 17:22,2,Ethereum,"$2,490.87 ",-0.46%,$303.95B
9/7/2026 17:22,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 17:22,4,BNB,$744.39 ,-1.84%,$99.12B
9/7/2026 17:22,5,XRP,$1.39 ,-1.53%,$87.76B
9/7/2026 17:22,6,USDC,$1.00 ,0.00%,$74.45B
9/7/2026 17:22,7,Solana,$104.86 ,-1.57%,$61.46B
9/7/2026 17:22,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:22,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:22,10,Zcash,"$1,196.45 ",2.44%,$20.16B
,,,,,
9/7/2026 17:23,1,Bitcoin,"$79,404.15 ",-0.70%,$1.59T
9/7/2026 17:23,2,Ethereum,"$2,490.27 ",-0.50%,$303.94B
9/7/2026 17:23,3,Tether,$1.00 ,-0.02%,$183.39B
9/7/2026 17:23,4,BNB,$743.84 ,-1.79%,$99.05B
9/7/2026 17:23,5,XRP,$1.39 ,-1.45%,$87.77B
9/7/2026 17:23,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:23,7,Solana,$104.91 ,-1.48%,$61.49B
9/7/2026 17:23,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:23,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:23,10,Zcash,"$1,196.45 ",2.44%,$20.16B
,,,,,
9/7/2026 17:24,1,Bitcoin,"$79,404.15 ",-0.70%,$1.59T
9/7/2026 17:24,2,Ethereum,"$2,490.27 ",-0.50%,$303.94B
9/7/2026 17:24,3,Tether,$1.00 ,-0.02%,$183.39B
9/7/2026 17:24,4,BNB,$743.84 ,-1.79%,$99.05B
9/7/2026 17:24,5,XRP,$1.39 ,-1.45%,$87.77B
9/7/2026 17:24,6,USDC,$1.00 ,0.00%,$74.41B
9/7/2026 17:24,7,Solana,$104.91 ,-1.48%,$61.49B
9/7/2026 17:24,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:24,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:24,10,Zcash,"$1,196.45 ",2.44%,$20.16B
,,,,,
9/7/2026 17:24,1,Bitcoin,"$79,418.89 ",-0.62%,$1.59T
9/7/2026 17:24,2,Ethereum,"$2,490.20 ",-0.44%,$303.87B
9/7/2026 17:24,3,Tether,$1.00 ,-0.01%,$183.39B
9/7/2026 17:24,4,BNB,$744.39 ,-1.84%,$99.12B
9/7/2026 17:24,5,XRP,$1.39 ,-1.51%,$87.77B
9/7/2026 17:24,6,USDC,$1.00 ,0.01%,$74.46B
9/7/2026 17:24,7,Solana,$104.87 ,-1.54%,$61.47B
9/7/2026 17:24,8,TRON,$0.34 ,0.37%,$31.93B
9/7/2026 17:24,9,Hyperliquid,$87.82 ,-0.49%,$22.12B
9/7/2026 17:24,10,Zcash,"$1,196.45 ",2.44%,$20.16B
,,,,,
9/7/2026 17:48,1,Bitcoin,"$79,434.05 ",-0.55%,$1.59T
9/7/2026 17:48,2,Ethereum,"$2,489.66 ",-0.41%,$304.02B
9/7/2026 17:48,3,Tether,$1.00 ,-0.02%,$183.38B
9/7/2026 17:48,4,BNB,$745.43 ,-1.63%,$99.26B
9/7/2026 17:48,5,XRP,$1.40 ,-1.37%,$87.89B
9/7/2026 17:48,6,USDC,$1.00 ,-0.01%,$74.45B
9/7/2026 17:48,7,Solana,$104.98 ,-1.37%,$61.53B
9/7/2026 17:48,8,TRON,$0.34 ,0.43%,$31.93B
9/7/2026 17:48,9,Hyperliquid,$88.05 ,-0.24%,$22.18B
9/7/2026 17:48,10,Zcash,"$1,194.29 ",1.63%,$20.13B
,,,,,
9/7/2026 17:49,1,Bitcoin,"$79,422.14 ",-0.64%,$1.59T
9/7/2026 17:49,2,Ethereum,"$2,489.37 ",-0.43%,$304.02B
9/7/2026 17:49,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 17:49,4,BNB,$745.43 ,-1.63%,$99.26B
9/7/2026 17:49,5,XRP,$1.40 ,-1.37%,$87.89B
9/7/2026 17:49,6,USDC,$1.00 ,-0.01%,$74.45B
9/7/2026 17:49,7,Solana,$104.98 ,-1.37%,$61.53B
9/7/2026 17:49,8,TRON,$0.34 ,0.43%,$31.93B
9/7/2026 17:49,9,Hyperliquid,$88.05 ,-0.24%,$22.18B
9/7/2026 17:49,10,Zcash,"$1,194.29 ",1.63%,$20.13B
,,,,,
9/7/2026 17:49,1,Bitcoin,"$79,468.40 ",-0.64%,$1.59T
9/7/2026 17:49,2,Ethereum,"$2,489.37 ",-0.43%,$304.02B
9/7/2026 17:49,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 17:49,4,BNB,$745.13 ,-1.73%,$99.22B
9/7/2026 17:49,5,XRP,$1.40 ,-1.37%,$88B
9/7/2026 17:49,6,USDC,$1.00 ,-0.01%,$74.42B
9/7/2026 17:49,7,Solana,$105.05 ,-1.49%,$61.58B
9/7/2026 17:49,8,TRON,$0.34 ,0.43%,$31.93B
9/7/2026 17:49,9,Hyperliquid,$88.05 ,-0.24%,$22.18B
9/7/2026 17:49,10,Zcash,"$1,194.29 ",1.63%,$20.13B
,,,,,
9/7/2026 17:50,1,Bitcoin,"$79,477.67 ",-0.60%,$1.59T
9/7/2026 17:50,2,Ethereum,"$2,492.29 ",-0.44%,$304.12B
9/7/2026 17:50,3,Tether,$1.00 ,-0.01%,$183.39B
9/7/2026 17:50,4,BNB,$745.18 ,-1.71%,$99.23B
9/7/2026 17:50,5,XRP,$1.40 ,-1.35%,$88.01B
9/7/2026 17:50,6,USDC,$1.00 ,0.00%,$74.42B
9/7/2026 17:50,7,Solana,$105.07 ,-1.47%,$61.58B
9/7/2026 17:50,8,TRON,$0.34 ,0.43%,$31.93B
9/7/2026 17:50,9,Hyperliquid,$88.05 ,-0.24%,$22.18B
9/7/2026 17:50,10,Zcash,"$1,194.29 ",1.63%,$20.13B
,,,,,
9/7/2026 17:51,1,Bitcoin,"$79,422.14 ",-0.64%,$1.59T
9/7/2026 17:51,2,Ethereum,"$2,493.62 ",-0.38%,$304.28B
9/7/2026 17:51,3,Tether,$1.00 ,-0.02%,$183.38B
9/7/2026 17:51,4,BNB,$745.37 ,-1.68%,$99.25B
9/7/2026 17:51,5,XRP,$1.40 ,-1.29%,$88.06B
9/7/2026 17:51,6,USDC,$1.00 ,0.01%,$74.42B
9/7/2026 17:51,7,Solana,$104.98 ,-1.37%,$61.53B
9/7/2026 17:51,8,TRON,$0.34 ,0.43%,$31.93B
9/7/2026 17:51,9,Hyperliquid,$88.05 ,-0.24%,$22.18B
9/7/2026 17:51,10,Zcash,"$1,194.29 ",1.63%,$20.13B
,,,,,
9/7/2026 17:52,1,Bitcoin,"$79,409.50 ",-0.72%,$1.59T
9/7/2026 17:52,2,Ethereum,"$2,489.12 ",-0.59%,$303.8B
9/7/2026 17:52,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 17:52,4,BNB,$745.43 ,-1.65%,$99.26B
9/7/2026 17:52,5,XRP,$1.40 ,-1.29%,$87.99B
9/7/2026 17:52,6,USDC,$1.00 ,-0.01%,$74.45B
9/7/2026 17:52,7,Solana,$105.01 ,-1.38%,$61.55B
9/7/2026 17:52,8,TRON,$0.34 ,0.40%,$31.92B
9/7/2026 17:52,9,Hyperliquid,$88.19 ,-0.85%,$22.21B
9/7/2026 17:52,10,Zcash,"$1,194.33 ",1.70%,$20.13B
,,,,,
9/7/2026 17:52,1,Bitcoin,"$79,409.50 ",-0.72%,$1.59T
9/7/2026 17:52,2,Ethereum,"$2,489.12 ",-0.59%,$303.8B
9/7/2026 17:52,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 17:52,4,BNB,$745.19 ,-1.64%,$99.23B
9/7/2026 17:52,5,XRP,$1.40 ,-1.29%,$87.99B
9/7/2026 17:52,6,USDC,$1.00 ,-0.01%,$74.42B
9/7/2026 17:52,7,Solana,$105.01 ,-1.38%,$61.55B
9/7/2026 17:52,8,TRON,$0.34 ,0.40%,$31.92B
9/7/2026 17:52,9,Hyperliquid,$88.11 ,-0.22%,$22.19B
9/7/2026 17:52,10,Zcash,"$1,193.66 ",1.73%,$20.12B
,,,,,
9/7/2026 17:53,1,Bitcoin,"$79,412.32 ",-0.71%,$1.59T
9/7/2026 17:53,2,Ethereum,"$2,491.92 ",-0.46%,$304.08B
9/7/2026 17:53,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 17:53,4,BNB,$745.19 ,-1.64%,$99.23B
9/7/2026 17:53,5,XRP,$1.40 ,-1.29%,$88.07B
9/7/2026 17:53,6,USDC,$1.00 ,-0.01%,$74.45B
9/7/2026 17:53,7,Solana,$105.01 ,-1.38%,$61.55B
9/7/2026 17:53,8,TRON,$0.34 ,0.40%,$31.92B
9/7/2026 17:53,9,Hyperliquid,$88.18 ,-0.92%,$22.21B
9/7/2026 17:53,10,Zcash,"$1,194.22 ",1.67%,$20.13B
,,,,,
9/7/2026 17:54,1,Bitcoin,"$79,412.32 ",-0.71%,$1.59T
9/7/2026 17:54,2,Ethereum,"$2,489.53 ",-0.59%,$303.8B
9/7/2026 17:54,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 17:54,4,BNB,$745.19 ,-1.64%,$99.23B
9/7/2026 17:54,5,XRP,$1.40 ,-1.29%,$87.99B
9/7/2026 17:54,6,USDC,$1.00 ,-0.01%,$74.45B
9/7/2026 17:54,7,Solana,$105.01 ,-1.38%,$61.55B
9/7/2026 17:54,8,TRON,$0.34 ,0.40%,$31.92B
9/7/2026 17:54,9,Hyperliquid,$88.20 ,-0.89%,$22.22B
9/7/2026 17:54,10,Zcash,"$1,193.42 ",1.56%,$20.11B
,,,,,
9/7/2026 17:55,1,Bitcoin,"$79,412.32 ",-0.71%,$1.59T
9/7/2026 17:55,2,Ethereum,"$2,489.53 ",-0.59%,$303.8B
9/7/2026 17:55,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 17:55,4,BNB,$745.19 ,-1.64%,$99.23B
9/7/2026 17:55,5,XRP,$1.40 ,-1.29%,$87.99B
9/7/2026 17:55,6,USDC,$1.00 ,-0.01%,$74.45B
9/7/2026 17:55,7,Solana,$105.01 ,-1.38%,$61.55B
9/7/2026 17:55,8,TRON,$0.34 ,0.40%,$31.92B
9/7/2026 17:55,9,Hyperliquid,$88.11 ,-0.22%,$22.19B
9/7/2026 17:55,10,Zcash,"$1,193.66 ",1.73%,$20.12B
,,,,,
9/7/2026 17:55,1,Bitcoin,"$79,495.99 ",-0.60%,$1.59T
9/7/2026 17:55,2,Ethereum,"$2,492.41 ",-0.43%,$303.78B
9/7/2026 17:55,3,Tether,$1.00 ,0.00%,$183.4B
9/7/2026 17:55,4,BNB,$745.09 ,-1.73%,$99.21B
9/7/2026 17:55,5,XRP,$1.40 ,-1.35%,$88B
9/7/2026 17:55,6,USDC,$1.00 ,0.00%,$74.42B
9/7/2026 17:55,7,Solana,$105.02 ,-1.47%,$61.55B
9/7/2026 17:55,8,TRON,$0.34 ,0.30%,$31.91B
9/7/2026 17:55,9,Hyperliquid,$88.09 ,-0.81%,$22.19B
9/7/2026 17:55,10,Zcash,"$1,194.28 ",1.77%,$20.13B
,,,,,
9/7/2026 17:56,1,Bitcoin,"$79,495.99 ",-0.60%,$1.59T
9/7/2026 17:56,2,Ethereum,"$2,492.41 ",-0.43%,$303.78B
9/7/2026 17:56,3,Tether,$1.00 ,0.00%,$183.4B
9/7/2026 17:56,4,BNB,$745.09 ,-1.73%,$99.21B
9/7/2026 17:56,5,XRP,$1.40 ,-1.35%,$88B
9/7/2026 17:56,6,USDC,$1.00 ,0.00%,$74.42B
9/7/2026 17:56,7,Solana,$105.02 ,-1.47%,$61.55B
9/7/2026 17:56,8,TRON,$0.34 ,0.30%,$31.91B
9/7/2026 17:56,9,Hyperliquid,$88.09 ,-0.81%,$22.19B
9/7/2026 17:56,10,Zcash,"$1,194.28 ",1.77%,$20.13B
,,,,,
9/7/2026 17:57,1,Bitcoin,"$79,513.43 ",-0.58%,$1.59T
9/7/2026 17:57,2,Ethereum,"$2,493.12 ",-0.39%,$304.22B
9/7/2026 17:57,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 17:57,4,BNB,$745.54 ,-1.64%,$99.27B
9/7/2026 17:57,5,XRP,$1.40 ,-1.27%,$88.09B
9/7/2026 17:57,6,USDC,$1.00 ,0.00%,$74.42B
9/7/2026 17:57,7,Solana,$105.29 ,-1.19%,$61.71B
9/7/2026 17:57,8,TRON,$0.34 ,0.30%,$31.91B
9/7/2026 17:57,9,Hyperliquid,$88.09 ,-0.81%,$22.19B
9/7/2026 17:57,10,Zcash,"$1,194.28 ",1.77%,$20.13B
,,,,,
9/7/2026 17:57,1,Bitcoin,"$79,495.99 ",-0.60%,$1.59T
9/7/2026 17:57,2,Ethereum,"$2,492.41 ",-0.43%,$303.78B
9/7/2026 17:57,3,Tether,$1.00 ,0.00%,$183.4B
9/7/2026 17:57,4,BNB,$745.09 ,-1.73%,$99.21B
9/7/2026 17:57,5,XRP,$1.40 ,-1.35%,$88B
9/7/2026 17:57,6,USDC,$1.00 ,0.00%,$74.42B
9/7/2026 17:57,7,Solana,$105.02 ,-1.47%,$61.55B
9/7/2026 17:57,8,TRON,$0.34 ,0.30%,$31.91B
9/7/2026 17:57,9,Hyperliquid,$88.09 ,-0.81%,$22.19B
9/7/2026 17:57,10,Zcash,"$1,194.28 ",1.77%,$20.13B
,,,,,
9/7/2026 18:08,1,Bitcoin,"$79,485.59 ",-0.60%,$1.59T
9/7/2026 18:08,2,Ethereum,"$2,493.59 ",-0.37%,$304.28B
9/7/2026 18:08,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 18:08,4,BNB,$745.67 ,-1.66%,$99.29B
9/7/2026 18:08,5,XRP,$1.40 ,-1.33%,$88.15B
9/7/2026 18:08,6,USDC,$1.00 ,0.00%,$74.42B
9/7/2026 18:08,7,Solana,$105.28 ,-1.19%,$61.71B
9/7/2026 18:08,8,TRON,$0.34 ,0.21%,$31.89B
9/7/2026 18:08,9,Hyperliquid,$88.17 ,-1.26%,$22.21B
9/7/2026 18:08,10,Zcash,"$1,193.58 ",1.58%,$20.12B
,,,,,
9/7/2026 18:09,1,Bitcoin,"$79,499.97 ",-0.63%,$1.59T
9/7/2026 18:09,2,Ethereum,"$2,493.78 ",-0.36%,$304.21B
9/7/2026 18:09,3,Tether,$1.00 ,-0.01%,$183.38B
9/7/2026 18:09,4,BNB,$745.67 ,-1.66%,$99.29B
9/7/2026 18:09,5,XRP,$1.40 ,-1.27%,$88.08B
9/7/2026 18:09,6,USDC,$1.00 ,0.00%,$74.42B
9/7/2026 18:09,7,Solana,$105.28 ,-1.19%,$61.71B
9/7/2026 18:09,8,TRON,$0.34 ,0.21%,$31.89B
9/7/2026 18:09,9,Hyperliquid,$88.10 ,-1.32%,$22.19B
9/7/2026 18:09,10,Zcash,"$1,192.69 ",1.45%,$20.1B
,,,,,
9/7/2026 18:10,1,Bitcoin,"$79,494.86 ",-0.63%,$1.59T
9/7/2026 18:10,2,Ethereum,"$2,493.15 ",-0.43%,$304.29B
9/7/2026 18:10,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 18:10,4,BNB,$745.53 ,-1.60%,$99.27B
9/7/2026 18:10,5,XRP,$1.40 ,-1.37%,$88.14B
9/7/2026 18:10,6,USDC,$1.00 ,-0.01%,$74.42B
9/7/2026 18:10,7,Solana,$105.35 ,-1.21%,$61.75B
9/7/2026 18:10,8,TRON,$0.34 ,0.13%,$31.86B
9/7/2026 18:10,9,Hyperliquid,$88.07 ,-1.34%,$22.18B
9/7/2026 18:10,10,Zcash,"$1,191.39 ",1.37%,$20.08B
,,,,,
9/7/2026 18:10,1,Bitcoin,"$79,450.43 ",-0.67%,$1.59T
9/7/2026 18:10,2,Ethereum,"$2,493.24 ",-0.38%,$304.24B
9/7/2026 18:10,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 18:10,4,BNB,$745.53 ,-1.60%,$99.27B
9/7/2026 18:10,5,XRP,$1.40 ,-1.37%,$88.14B
9/7/2026 18:10,6,USDC,$1.00 ,-0.01%,$74.42B
9/7/2026 18:10,7,Solana,$105.35 ,-1.21%,$61.75B
9/7/2026 18:10,8,TRON,$0.34 ,0.13%,$31.86B
9/7/2026 18:10,9,Hyperliquid,$88.05 ,-1.35%,$22.18B
9/7/2026 18:10,10,Zcash,"$1,191.40 ",1.37%,$20.08B
,,,,,
9/7/2026 18:11,1,Bitcoin,"$79,477.84 ",-0.64%,$1.59T
9/7/2026 18:11,2,Ethereum,"$2,493.83 ",-0.36%,$304.29B
9/7/2026 18:11,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 18:11,4,BNB,$745.53 ,-1.60%,$99.27B
9/7/2026 18:11,5,XRP,$1.40 ,-1.37%,$88.14B
9/7/2026 18:11,6,USDC,$1.00 ,-0.01%,$74.42B
9/7/2026 18:11,7,Solana,$105.35 ,-1.21%,$61.75B
9/7/2026 18:11,8,TRON,$0.34 ,0.13%,$31.86B
9/7/2026 18:11,9,Hyperliquid,$88.05 ,-1.31%,$22.18B
9/7/2026 18:11,10,Zcash,"$1,191.59 ",1.42%,$20.08B
,,,,,
9/7/2026 18:12,1,Bitcoin,"$79,477.84 ",-0.64%,$1.59T
9/7/2026 18:12,2,Ethereum,"$2,493.83 ",-0.36%,$304.29B
9/7/2026 18:12,3,Tether,$1.00 ,-0.02%,$183.37B
9/7/2026 18:12,4,BNB,$745.53 ,-1.60%,$99.27B
9/7/2026 18:12,5,XRP,$1.40 ,-1.37%,$88.14B
9/7/2026 18:12,6,USDC,$1.00 ,-0.01%,$74.42B
9/7/2026 18:12,7,Solana,$105.35 ,-1.21%,$61.75B
9/7/2026 18:12,8,TRON,$0.34 ,0.13%,$31.86B
9/7/2026 18:12,9,Hyperliquid,$88.25 ,-1.41%,$22.23B
9/7/2026 18:12,10,Zcash,"$1,195.89 ",1.55%,$20.16B
